"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2012-08","6.8","T","2.0",",T","6",",T","6",",T","0",",",,,"0",",T","0",",T","0",",T","25",",T","0",",T","8.5",",T,21,+","0",",,T,31,+",,,"7.6",",,T,30,","26.5",",T,08,","120.2","T","60.1",",T","20.1",",,,T",,,"16.5",",T","22.4",",,,T","10.5",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2012-09","6.8","T","0.0",",T","8",",T","8",",T","0",",",,,"0",",T","0",",T","0",",T","1",",T","0",",T","1.5",",T,25,","0",",,T,30,+",,,"22.9",",,T,25,","21.4",",T,09,","326.7","T","206.5",",T","60.9",",,,T",,,"11.4",",T","17.3",",,,T","5.6",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2012-10","6.8","T","0.0",",T","13",",T","13",",T","10",",",,,"0",",T","12",",T","1",",T","0",",T","0",",T","-12.7",",T,26,","279",",,T,25,",,,"17.8",",,T,25,","17.2",",T,01,","742.0","T","415.3",",T","78.6",",,,T",,,"4.9",",T","9.9",",,,T","-0.1",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2012-11","6.8","T","0.0",",T","10",",T","10",",T","30",",",,,"0",",T","22",",T","2",",T","0",",T","0",",T","-15.1",",T,11,","533",",,T,11,",,,"40.6",",,T,09,","12.9",",T,07,","1247.5","T","505.5",",T","111.5",",,,T",,,"1.5",",T","6.1",",,,T","-3.1",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2012-12","6.8","T","0.0",",T","20",",T","20",",T","31",",",,,"2",",T","29",",T","20",",T","0",",T","0",",T","-19.7",",T,19,","940",",,T,18,",,,"15.2",",,T,24,+","7.1",",T,05,+","1979.0","T","731.5",",T","134.5",",,,T",,,"-5.3",",T","-1.4",",,,T","-9.1",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2013-01","0.0","T","0.0",",T","8",",T","8",",T","31",",",,,"4",",T","31",",T","12",",T","0",",T","0",",T","-26.2",",T,14,","1067",",,T,27,",,,"17.8",",,T,10,","11.0",",T,22,","2725.3","T","746.3",",T","60.8",",,,T",,,"-5.7",",T","-0.5",",,,T","-11.0",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2013-02","0.0","T","0.0",",T","11",",T","11",",T","28",",",,,"1",",T","28",",T","17",",T","0",",T","0",",T","-18.3",",T,27,","1168",",,T,23,",,,"7.6",",,T,23,","7.7",",T,05,","3425.3","T","700.0",",T","35.2",",,,T",,,"-6.7",",T","-0.9",",,,T","-12.4",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2013-03","0.0","T","0.0",",T","11",",T","11",",T","31",",",,,"0",",T","29",",T","4",",T","0",",T","0",",T","-16.9",",T,24,+","1219",",,T,22,",,,"12.7",",,T,03,","14.0",",T,14,","4018.5","T","593.2",",T","60.9",",,,T",,,"-0.8",",T","4.8",",,,T","-6.4",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2013-04","0.0","T","0.0",",T","16",",T","16",",T","30",",",,,"0",",T","28",",T","4",",T","0",",T","0",",T","-13.2",",T,17,","1219",",,T,20,+",,,"17.8",",,T,08,","13.9",",T,28,","4569.1","T","550.6",",T","111.6",",,,T",,,"0.0",",T","5.3",",,,T","-5.3",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2013-05","0.0","T","0.0",",T","8",",T","8",",T","21",",",,,"0",",T","8",",T","1",",T","0",",T","0",",T","-7.7",",T,02,","914",",,T,01,",,,"12.7",",,T,19,+","20.1",",T,13,","4936.3","T","367.2",",T","50.7",",,,T",,,"6.5",",T","11.9",",,,T","1.1",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2013-06","1.6","T","1.6",",T","1",",T","1",",T","0",",",,,"0",",T","1",",T","0",",T","9",",T","0",",T","-0.4",",T,01,","0",",,T,30,+",,,"2.5",",,T,13,","26.0",",T,29,+","5101.1","T","164.8",",T","2.5",",,,T",,,"12.9",",T","19.6",",,,T","6.2",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2013-07","4.0","T","2.4",",T","10",",T","10",",T","0",",",,,"0",",T","0",",T","0",",T","23",",T","0",",T","7.9",",T,28,","0",",,T,31,+",,,"22.9",",,T,16,","26.1",",T,01,","62.3","T","62.3",",T","73.5",",,,T",,,"16.4",",T","22.2",",,,T","10.6",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2013-08","4.0","T","0.0",",T","9",",T","9",",T","0",",",,,"0",",T","0",",T","0",",T","18",",T","0",",T","6.8",",T,24,","0",",,T,31,+",,,"20.3",",,T,19,","24.8",",T,15,","152.3","T","90.0",",T","73.7",",,,T",,,"15.4",",T","20.8",",,,T","10.1",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2013-09","4.0","T","0.0",",T","11",",T","11",",T","6",",",,,"0",",T","4",",T","0",",T","4",",T","0",",T","-4.3",",T,27,","76",",,T,25,",,,"30.5",",,T,12,","22.3",",T,06,","392.7","T","240.4",",T","91.4",",,,T",,,"10.3",",T","15.1",",,,T","5.5",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2013-10","4.0","T","0.0",",T","11",",T","11",",T","7",",",,,"0",",T","22",",T","1",",T","0",",T","0",",T","-7.7",",T,16,","203",",,T,28,",,,"15.2",",,T,28,","15.8",",T,01,","872.5","T","479.8",",T","71.0",",,,T",,,"2.9",",T","7.8",",,,T","-2.0",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2013-11","4.0","T","0.0",",T","12",",T","12",",T","30",",",,,"0",",T","27",",T","4",",T","0",",T","0",",T","-11.4",",T,04,","457",",,T,16,",,,"15.2",",,T,16,","13.5",",T,12,","1413.6","T","541.1",",T","50.5",",,,T",,,"0.3",",T","5.1",",,,T","-4.5",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2013-12","4.0","T","0.0",",T","12",",T","12",",T","31",",",,,"5",",T","31",",T","15",",T","0",",T","0",",T","-24.9",",T,05,","686",",,T,19,",,,"25.4",",,T,03,","9.2",",T,27,","2169.6","T","756.0",",T","86.2",",,,T",,,"-6.1",",T","-1.2",",,,T","-10.9",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2014-01","0.0","T","0.0",",T","9",",T","9",",T","31",",",,,"0",",T","31",",T","10",",T","0",",T","0",",T","-15.5",",T,05,","991",",,T,09,",,,"27.9",",,T,29,","8.0",",T,19,","2840.9","T","671.3",",T","73.7",",,,T",,,"-3.3",",T","1.7",",,,T","-8.3",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2014-02","0.0","T","0.0","1,T","15","1,T","15","1,T","26","2,",,,"1","1,T","27","1,T","10","1,T","0","1,T","0","1,T","-18.3","1,T,04,","1524","2,,T,28,",,,"43.2","1,,T,08,","7.7","1,T,26,","3428.5","T","587.6","1,T","182.9","1,,,T",,,"-3.4","1,T","0.9","1,,,T","-7.7","1,,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2014-03","0.0","T","0.0",",T","15",",T","15",",T","31",",",,,"0",",T","30",",T","3",",T","0",",T","0",",T","-14.9",",T,19,","1626",",,T,31,",,,"15.2",",,T,30,+","11.1",",T,09,","4018.1","T","589.6",",T","104.0",",,,T",,,"-0.7",",T","5.0",",,,T","-6.4",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2014-04","0.0","T","0.0",",T","11",",T","11",",T","30",",",,,"0",",T","24",",T","2",",T","0",",T","0",",T","-10.8",",T,02,","1753",",,T,01,",,,"25.4",",,T,01,","14.3",",T,11,","4526.9","T","508.8",",T","96.3",",,,T",,,"1.4",",T","6.8",",,,T","-4.1",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2014-05","0.0","T","0.0",",T","4",",T","4",",T","25",",",,,"0",",T","10",",T","1",",T","0",",T","0",",T","-9.2",",T,12,","914",",,T,01,",,,"20.3",",,T,09,","20.1",",T,27,","4883.2","T","356.3",",T","50.8",",,,T",,,"6.8",",T","12.5",",,,T","1.2",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2014-06","0.0","T","0.0",",T","3",",T","3",",T","2",",",,,"0",",T","2",",T","0",",T","2",",T","0",",T","-4.2",",T,18,","229",",,T,17,",,,"17.8",",,T,17,","22.3",",T,25,+","5116.3","T","233.1",",T","35.6",",,,T",,,"10.6",",T","16.7",",,,T","4.4",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2014-07","4.6","T","4.6",",T","4",",T","4",",T","0",",",,,"0",",T","0",",T","0",",T","25",",T","0",",T","5.5",",T,01,","0",",,T,31,+",,,"15.2",",,T,31,+","26.4",",T,23,","56.1","T","56.1",",T","40.5",",,,T",,,"16.7",",T","22.4",",,,T","10.9",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2014-08","4.6","T","0.0",",T","15",",T","15",",T","0",",",,,"0",",T","0",",T","0",",T","5",",T","0",",T","1.5",",T,23,","0",",,T,31,+",,,"22.9",",,T,23,","23.1",",T,18,","227.1","T","171.0",",T","121.9",",,,T",,,"12.8",",T","18.2",",,,T","7.4",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2014-09","4.6","T","0.0",",T","7",",T","7",",T","0",",",,,"0",",T","0",",T","0",",T","6",",T","0",",T","1.2",",T,30,","0",",,T,30,+",,,"43.2",",,T,27,","22.3",",T,17,","425.3","T","198.2",",T","94.0",",,,T",,,"11.7",",T","17.1",",,,T","6.4",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2014-10","4.6","T","0.0",",T","5",",T","5",",T","0",",",,,"0",",T","10",",T","0",",T","0",",T","0",",T","-4.5",",T,28,","0",",,T,31,+",,,"7.6",",,T,12,","16.1",",T,14,","783.6","T","358.3",",T","20.2",",,,T",,,"6.8",",T","12.2",",,,T","1.4",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2014-11","4.6","T","0.0",",T","14",",T","14",",T","30",",",,,"2",",T","26",",T","8",",T","0",",T","0",",T","-19.5",",T,16,","584",",,T,24,",,,"22.9",",,T,23,","13.7",",T,06,","1364.6","T","581.0",",T","114.3",",,,T",,,"-1.0",",T","3.6",",,,T","-5.7",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2014-12","4.6","T","0.0",",T","16",",T","16",",T","31",",",,,"2",",T","29",",T","13",",T","0",",T","0",",T","-23.6",",T,30,","965",",,T,29,",,,"17.8",",,T,21,","9.7",",T,09,","2040.1","T","675.5",",T","99.0",",,,T",,,"-3.5",",T","0.6",",,,T","-7.6",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2015-01","0.0","T","0.0",",T","7",",T","7",",T","31",",",,,"0",",T","30",",T","6",",T","0",",T","0",",T","-15.6",",T,21,","1168",",,T,12,",,,"33.0",",,T,12,","12.2",",T,26,","2649.7","T","609.6",",T","53.2",",,,T",,,"-1.3",",T","3.6",",,,T","-6.2",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2015-02","0.0","T","0.0",",T","12",",T","12",",T","28",",",,,"0",",T","26",",T","5",",T","0",",T","0",",T","-13.8",",T,22,","1092",",,T,28,",,,"7.6",",,T,28,+","13.4",",T,14,","3182.5","T","532.8",",T","48.0",",,,T",,,"-0.7",",T","4.4",",,,T","-5.8",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2015-03","0.0","T","0.0",",T","8",",T","8",",T","31",",",,,"0",",T","27",",T","2",",T","0",",T","0",",T","-13.9",",T,04,","1270",",,T,03,",,,"15.2",",,T,02,","14.3",",T,15,","3688.7","T","506.2",",T","48.1",",,,T",,,"2.0",",T","7.7",",,,T","-3.7",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2015-04","0.0","T","0.0",",T","10",",T","10",",T","28",",",,,"0",",T","25",",T","3",",T","0",",T","0",",T","-11.6",",T,03,","508",",,T,02,",,,"12.7",",,T,25,+","15.5",",T,29,","4170.6","T","481.9",",T","68.6",",,,T",,,"2.3",",T","7.3",",,,T","-2.8",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2015-05","0.0","T","0.0",",T","17",",T","17",",T","8",",",,,"0",",T","6",",T","0",",T","0",",T","0",",T","-3.4",",T,11,","152",",,T,16,",,,"20.3",",,T,16,+","20.4",",T,31,","4553.0","T","382.4",",T","139.5",",,,T",,,"6.0",",T","10.4",",,,T","1.6",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2015-06","4.8","T","4.8",",T","5",",T","5",",T","0",",",,,"0",",T","0",",T","0",",T","14",",T","0",",T","2.8",",T,06,","0",",,T,30,+",,,"17.8",",,T,06,","26.6",",T,29,","4671.9","T","118.9",",T","27.8",",,,T",,,"14.5",",T","20.7",",,,T","8.4",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2015-07","4.8","T","0.0",",T","4",",T","4",",T","0",",",,,"0",",T","0",",T","0",",T","10",",T","0",",T","2.8",",T,28,","0",",,T,31,+",,,"35.6",",,T,08,","24.6",",T,04,","132.0","T","132.0",",T","53.4",",,,T",,,"14.1",",T","19.7",",,,T","8.4",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2015-08",,,,,"9","4,T","9","4,T","0","2,",,,,,,,,,,,,,,,"0","2,,T,31,+",,,"25.4","4,,T,03,",,,,,,,"76.1","4,,,T",,,,,,,,
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2015-09",,,"0.0",",T","6",",T","6",",T","0",",",,,"0",",T","2",",T","0",",T","8",",T","0",",T","-0.4",",T,18,","0",",,T,30,+",,,"35.6",",,T,16,","22.4",",T,25,",,,"175.4",",T","91.4",",,,T",,,"12.5",",T","18.1",",,,T","6.8",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2015-10",,,"0.0",",T","11",",T","11",",T","0",",",,,"0",",T","6",",T","0",",T","0",",T","0",",T","-3.7",",T,30,","0",",,T,31,+",,,"7.6",",,T,20,+","20.6",",T,01,",,,"341.0",",T","42.9",",,,T",,,"7.3",",T","11.9",",,,T","2.8",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2015-11",,,"0.0",",T","17",",T","17",",T","27",",",,,"0",",T","28",",T","12",",T","0",",T","0",",T","-16.5",",T,29,","381",",,T,30,+",,,"7.6",",,T,17,+","11.6",",T,02,",,,"629.1",",T","73.3",",,,T",,,"-2.6",",T","2.0",",,,T","-7.3",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2015-12",,,"0.0",",T","22",",T","22",",T","31",",",,,"4",",T","31",",T","18",",T","0",",T","0",",T","-20.3",",T,31,","1270",",,T,24,",,,"30.5",",,T,22,","9.7",",T,09,",,,"739.4",",T","149.5",",,,T",,,"-5.5",",T","-0.9",",,,T","-10.1",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2016-01","0.0","T","0.0",",T","19",",T","19",",T","31",",",,,"0",",T","31",",T","13",",T","0",",T","0",",T","-15.4",",T,10,","1346",",,T,31,",,,"20.3",",,T,29,","6.9",",T,28,",,,"702.2",",T","144.4",",,,T",,,"-4.3",",T","0.2",",,,T","-8.9",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2016-02","0.0","T","0.0",",T","8",",T","8",",T","29",",",,,"0",",T","29",",T","6",",T","0",",T","0",",T","-17.2",",T,02,","1397",",,T,01,",,,"7.6",",,T,19,+","12.5",",T,09,",,,"579.8",",T","40.5",",,,T",,,"-1.7",",T","3.5",",,,T","-6.9",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2016-03","0.0","T","0.0",",T","15",",T","15",",T","31",",",,,"0",",T","28",",T","3",",T","0",",T","0",",T","-10.7",",T,08,","1448",",,T,29,",,,"27.9",",,T,28,","11.7",",T,10,",,,"565.0",",T","121.6",",,,T",,,"0.1",",T","4.8",",,,T","-4.6",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2016-04","0.0","T","0.0",",T","15",",T","15",",T","30",",",,,"0",",T","22",",T","1",",T","0",",T","0",",T","-8.9",",T,01,","1346",",,T,01,",,,"20.3",",,T,27,","15.9",",T,21,",,,"457.2",",T","114.0",",,,T",,,"3.1",",T","8.3",",,,T","-2.1",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2016-05","0.0","T","0.0",",T","20",",T","20",",T","22",",",,,"0",",T","13",",T","0",",T","0",",T","0",",T","-4.3",",T,10,","940",",,T,01,",,,"20.3",",,T,09,","17.7",",T,14,",,,"387.6",",T","106.4",",,,T",,,"5.8",",T","11.0",",,,T","0.6",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2016-06","0.7","T","0.7",",T","6",",T","6",",T","0",",",,,"0",",T","0",",T","0",",T","15",",T","0",",T","3.0",",T,01,","0",",,T,30,+",,,"15.2",",,T,11,","25.6",",T,20,",,,"117.9",",T","40.5",",,,T",,,"14.4",",T","20.8",",,,T","8.1",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2016-07","7.2","T","6.5",",T","2",",T","2",",T","0",",",,,"0",",T","0",",T","0",",T","23",",T","0",",T","1.9",",T,11,","0",",,T,31,+",,,"2.5",",,T,10,+","26.4",",T,21,","59.5","T","59.5",",T","5.0",",,,T",,,"16.6",",T","22.6",",,,T","10.6",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2016-08","8.9","T","1.7",",T","3",",T","3",",T","0",",",,,"0",",T","0",",T","0",",T","16",",T","0",",T","5.4",",T,25,","0",",,T,31,+",,,"5.1",",,T,10,+","25.4",",T,02,","155.3","T","95.8",",T","12.7",",,,T",,,"15.3",",T","21.4",",,,T","9.2",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2016-09","8.9","T","0.0",",T","8",",T","8",",T","3",",",,,"0",",T","2",",T","0",",T","3",",T","0",",T","-0.7",",T,25,","25",",,T,24,+",,,"22.9",",,T,22,+","21.5",",T,11,","391.4","T","236.1",",T","78.8",",,,T",,,"10.5",",T","16.0",",,,T","4.9",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2016-10","8.9","T","0.0",",T","14",",T","14",",T","8",",",,,"0",",T","10",",T","0",",T","0",",T","0",",T","-5.8",",T,19,+","51",",,T,03,",,,"15.2",",,T,03,","15.6",",T,02,","761.4","T","370.0",",T","88.8",",,,T",,,"6.4",",T","11.1",",,,T","1.7",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2016-11","8.9","T","0.0",",T","9",",T","9",",T","13",",",,,"0",",T","16",",T","5",",T","0",",T","0",",T","-15.0",",T,30,","635",",,T,28,",,,"22.9",",,T,27,","14.0",",T,10,","1258.5","T","497.1",",T","88.9",",,,T",,,"1.8",",T","6.5",",,,T","-2.9",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2016-12","8.9","T","0.0",",T","12",",T","12",",T","31",",",,,"4",",T","30",",T","14",",T","0",",T","0",",T","-23.0",",T,18,","1041",",,T,25,",,,"43.2",",,T,10,","6.9",",T,15,","1996.7","T","738.2",",T","183.1",",,,T",,,"-5.5",",T","-0.3",",,,T","-10.6",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2017-01","0.0",,"0.0",",T","20",",T","20",",T","31",",",,,"4",",T","31",",T","17",",T","0",",T","0",",T","-21.6",",T,06,","2057",",,T,23,",,,"48.3",",,T,23,","8.0",",T,18,","2723.9",,"727.2",",T","307.3",",,,T",,,"-5.1",",T","-0.4",",,,T","-9.8",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2017-02","0.0",,"0.0","1,T","17","2,T","17","2,T","27","1,",,,"3","1,T","25","1,T","7","1,T","0","1,T","0","1,T","-18.5","1,T,26,","2337","1,,T,27,",,,"25.4","2,,T,27,+","10.2","1,T,09,","3281.0",,"557.1","1,T","195.5","2,,,T",,,"-2.3","1,T","2.1","1,,,T","-6.7","1,,,T"
